"id","activityid","date"
15566,9155,"2024-04-06"
15567,11046,"2019-06-30"
15568,8970,"2022-04-16"
15569,9376,"2022-09-17"
15570,5047,"2022-04-06"
15571,14474,"2024-12-17"
15572,9387,"2022-01-24"
15573,12686,"2018-10-26"
15574,12996,"2024-08-06"
15575,5200,"2017-07-30"
15576,7052,"2024-08-04"
15577,9300,"2021-08-11"
15578,13183,"2024-09-25"
15579,3012,"2024-04-21"
15580,10154,"2021-04-24"
15581,10877,"2018-05-06"
15582,846,"2024-01-23"
15583,5367,"2023-12-13"
15584,12070,"2017-12-16"
15585,2371,"2024-12-26"
15586,663,"2017-06-13"
15587,10670,"2020-07-13"
15588,10582,"2019-06-05"
15589,6348,"2023-01-25"
15590,11887,"2023-06-02"
15591,1032,"2021-03-17"
15592,6070,"2017-08-10"
15593,12655,"2024-06-06"
15594,12834,"2023-05-02"
15595,2890,"2024-03-04"
15596,997,"2019-10-20"
15597,6669,"2022-02-16"
15598,4768,"2019-03-11"
15599,8689,"2019-12-10"
15600,760,"2017-06-03"
15601,4165,"2022-01-18"
15602,9801,"2023-11-30"
15603,965,"2020-08-02"
15604,5705,"2022-02-18"
15605,12828,"2022-12-02"
15606,10773,"2017-02-04"
15607,1664,"2020-12-01"
15608,6683,"2023-12-21"
15609,9629,"2024-04-28"
15610,11267,"2021-07-26"
15611,779,"2022-12-27"
15612,12632,"2019-08-14"
15613,11720,"2022-12-18"
15614,11618,"2017-06-20"
15615,8158,"2019-10-01"
15616,800,"2020-01-06"
15617,8267,"2021-03-04"
15618,6336,"2021-06-01"
15619,9149,"2020-10-08"
15620,12106,"2022-09-11"
15621,9289,"2023-10-04"
15622,11898,"2018-03-02"
15623,14171,"2021-07-04"
15624,12367,"2018-03-02"
15625,8836,"2021-11-26"
15626,10339,"2024-09-22"
15627,13100,"2020-06-30"
15628,3776,"2017-01-07"
15629,6213,"2017-05-14"
15630,4099,"2023-03-30"
15631,1387,"2021-09-15"
15632,6182,"2021-03-28"
15633,14921,"2018-10-18"
15634,3764,"2018-05-29"
15635,13223,"2017-04-08"
15636,11430,"2020-12-03"
15637,400,"2020-06-02"
15638,3939,"2022-10-27"
15639,3022,"2017-07-08"
15640,3739,"2020-03-07"
15641,2294,"2023-12-01"
15642,12443,"2019-03-23"
15643,12792,"2024-05-15"
15644,13377,"2021-07-25"
15645,4153,"2017-11-15"
15646,10519,"2024-06-27"
15647,8485,"2024-07-20"
15648,8464,"2024-01-17"
15649,1858,"2022-07-01"
15650,8299,"2020-01-24"
15651,13844,"2018-09-25"
15652,8730,"2019-10-24"
15653,12922,"2022-11-28"
15654,12047,"2020-11-21"
15655,7934,"2018-07-01"
15656,887,"2023-05-31"
15657,11266,"2022-05-14"
15658,13753,"2021-11-25"
15659,14396,"2021-12-11"
15660,12116,"2021-12-30"
15661,2458,"2017-05-15"
15662,5357,"2017-08-24"
15663,5151,"2024-10-09"
15664,11538,"2017-03-09"
15665,6597,"2022-10-09"
15666,6093,"2019-07-14"
15667,14011,"2021-11-17"
15668,11444,"2023-11-09"
15669,239,"2024-08-07"
15670,9993,"2022-07-10"
15671,2848,"2022-03-14"
15672,13987,"2024-11-16"
15673,5101,"2018-10-02"
15674,1402,"2022-04-15"
15675,6881,"2020-10-28"
15676,8961,"2022-11-07"
15677,12740,"2022-02-22"
15678,9395,"2018-01-03"
15679,10309,"2020-03-03"
15680,12385,"2023-02-14"
15681,4905,"2018-06-14"
15682,13739,"2023-02-09"
15683,2589,"2019-11-24"
15684,12522,"2022-09-10"
15685,8305,"2017-11-26"
15686,140,"2020-02-15"
15687,8474,"2017-01-14"
15688,5768,"2017-05-16"
15689,11217,"2023-09-18"
15690,10935,"2020-04-14"
15691,12606,"2024-09-05"
15692,1393,"2023-03-17"
15693,5885,"2024-05-15"
15694,7242,"2019-08-15"
15695,2769,"2022-12-28"
15696,8896,"2024-01-04"
15697,12784,"2021-07-05"
15698,10671,"2018-07-03"
15699,2345,"2019-11-01"
15700,3427,"2024-09-22"
15701,6005,"2019-06-16"
15702,12709,"2019-06-05"
15703,5536,"2017-04-02"
15704,2265,"2019-02-27"
15705,116,"2023-07-31"
15706,417,"2024-01-10"
15707,6853,"2018-05-04"
15708,5189,"2020-01-31"
15709,5280,"2020-11-22"
15710,1471,"2019-02-16"
15711,12595,"2019-09-20"
15712,1000,"2019-02-01"
15713,13572,"2020-05-27"
15714,12416,"2022-05-12"
15715,9839,"2023-02-05"
15716,13682,"2021-12-09"
15717,14601,"2020-01-24"
15718,14101,"2020-07-11"
15719,11454,"2017-01-13"
15720,13430,"2022-11-22"
15721,8170,"2018-10-20"
15722,4866,"2017-10-07"
15723,12339,"2022-08-08"
15724,10032,"2017-08-28"
15725,1077,"2020-03-22"
15726,9123,"2023-06-27"
15727,123,"2022-11-08"
15728,8619,"2018-04-24"
15729,14324,"2019-07-18"
15730,10795,"2017-12-17"
15731,11381,"2024-03-19"
15732,14615,"2021-09-05"
15733,14506,"2022-10-24"
15734,11268,"2024-02-08"
15735,14258,"2024-09-24"
15736,4679,"2018-03-25"
15737,5365,"2019-07-21"
15738,12412,"2023-09-20"
15739,1698,"2022-11-16"
15740,7236,"2019-07-01"
15741,12867,"2022-10-08"
15742,7821,"2020-05-07"
15743,12340,"2024-01-03"
15744,8444,"2023-03-11"
15745,12,"2021-10-14"
15746,1694,"2018-06-22"
15747,5758,"2020-04-06"
15748,9741,"2024-10-30"
15749,11186,"2024-03-27"
15750,13288,"2021-02-06"
15751,7588,"2018-05-01"
15752,4522,"2020-07-29"
15753,1047,"2024-02-06"
15754,10528,"2022-01-21"
15755,1444,"2023-11-09"
15756,12672,"2017-07-04"
15757,10798,"2021-03-05"
15758,7732,"2021-03-28"
15759,11500,"2022-04-16"
15760,8637,"2018-12-28"
15761,7006,"2017-10-20"
15762,9321,"2018-01-17"
15763,3331,"2024-12-14"
15764,7013,"2018-01-07"
15765,5176,"2024-08-26"
15766,14693,"2022-12-25"
15767,12716,"2020-01-22"
15768,13150,"2018-02-25"
15769,12092,"2020-09-27"
15770,9688,"2018-05-15"
15771,11062,"2022-11-13"
15772,10075,"2022-12-08"
15773,14137,"2021-04-19"
15774,2325,"2018-01-25"
15775,3762,"2020-10-29"
15776,7331,"2022-10-22"
15777,9489,"2024-05-21"
15778,5266,"2019-07-13"
15779,4418,"2017-08-11"
15780,7678,"2022-09-02"
15781,3801,"2020-02-02"
15782,12790,"2023-08-14"
15783,8371,"2020-07-20"
15784,1949,"2020-12-05"
15785,14445,"2023-05-27"
15786,4226,"2021-09-10"
15787,4389,"2022-12-22"
15788,12016,"2024-12-26"
15789,9634,"2021-12-31"
15790,4959,"2018-05-10"
15791,5134,"2020-07-31"
15792,10444,"2018-12-01"
15793,10784,"2021-12-09"
15794,11484,"2023-03-10"
15795,11672,"2023-02-23"
15796,12449,"2019-01-11"
15797,236,"2020-05-11"
15798,6028,"2024-02-20"
15799,9840,"2021-07-20"
15800,6324,"2018-05-20"
15801,13343,"2022-05-16"
15802,5187,"2023-01-09"
15803,4064,"2022-03-26"
15804,1204,"2019-10-03"
15805,14501,"2021-10-23"
15806,11679,"2018-05-06"
15807,13773,"2021-07-02"
15808,4588,"2023-11-12"
15809,8933,"2023-09-02"
15810,10211,"2022-07-24"
15811,12123,"2022-10-19"
15812,12388,"2018-10-31"
15813,9534,"2024-07-23"
15814,5817,"2017-08-27"
15815,14119,"2018-06-15"
15816,1370,"2020-11-11"
15817,5331,"2022-09-13"
15818,4835,"2017-05-02"
15819,7166,"2024-09-17"
15820,886,"2023-12-13"
15821,6323,"2018-10-31"
15822,8156,"2017-12-19"
15823,9834,"2024-08-29"
15824,517,"2018-04-21"
15825,7752,"2020-11-06"
15826,11702,"2024-01-06"
15827,13482,"2019-04-19"
15828,5317,"2022-03-27"
15829,8370,"2017-06-20"
15830,299,"2019-03-08"
15831,2442,"2018-06-08"
15832,5237,"2020-07-06"
15833,7785,"2017-06-18"
15834,11875,"2024-02-17"
15835,3239,"2023-06-07"
15836,6038,"2017-12-28"
15837,4609,"2024-06-21"
15838,3624,"2018-10-25"
15839,5358,"2017-08-23"
15840,2738,"2024-03-10"
15841,2530,"2024-12-22"
15842,10123,"2019-04-21"
15843,11523,"2019-09-06"
15844,6685,"2017-02-16"
15845,14475,"2022-06-02"
15846,9884,"2019-03-21"
15847,6069,"2018-05-06"
15848,14737,"2022-02-01"
15849,8709,"2021-02-16"
15850,691,"2019-03-29"
15851,11228,"2019-10-08"
15852,7594,"2018-11-05"
15853,5626,"2018-12-06"
15854,3471,"2021-09-20"
15855,13745,"2018-12-01"
15856,6717,"2024-06-12"
15857,4169,"2023-02-17"
15858,12396,"2022-08-27"
15859,318,"2024-07-05"
15860,10860,"2023-02-09"
15861,10787,"2018-04-10"
15862,13733,"2023-04-25"
15863,5908,"2020-07-27"
15864,3408,"2017-10-04"
15865,11456,"2021-12-30"
15866,9945,"2023-05-28"
15867,9369,"2018-11-11"
15868,10617,"2017-09-20"
15869,1274,"2019-06-23"
15870,14644,"2021-04-02"
15871,3864,"2024-05-15"
15872,11088,"2021-01-16"
15873,7629,"2018-09-20"
15874,3028,"2021-10-31"
15875,13030,"2021-09-26"
15876,4199,"2017-07-22"
15877,413,"2020-05-05"
15878,2511,"2021-05-25"
15879,9066,"2021-08-28"
15880,11045,"2022-06-15"
15881,5719,"2022-03-31"
15882,1086,"2022-01-13"
15883,2271,"2020-09-01"
15884,9070,"2024-10-13"
15885,11057,"2020-02-13"
15886,1587,"2023-07-13"
15887,8437,"2022-10-03"
15888,5235,"2018-10-17"
15889,13496,"2022-03-21"
15890,13800,"2022-01-12"
15891,12804,"2023-12-09"
15892,3154,"2018-06-22"
15893,3892,"2018-10-28"
15894,2938,"2022-06-11"
15895,6032,"2017-07-05"
15896,12132,"2019-12-18"
15897,6310,"2019-03-29"
15898,5713,"2020-02-26"
15899,7579,"2019-12-10"
15900,12331,"2024-07-30"
15901,519,"2020-12-15"
15902,471,"2024-01-30"
15903,9918,"2024-05-06"
15904,13114,"2018-09-02"
15905,8215,"2017-01-14"
15906,5384,"2020-03-29"
15907,8123,"2020-06-08"
15908,7742,"2021-12-04"
15909,12380,"2017-01-17"
15910,5463,"2019-11-25"
15911,5265,"2022-01-19"
15912,1886,"2017-07-21"
15913,7943,"2022-05-22"
15914,13432,"2022-05-28"
15915,3073,"2019-05-27"
15916,3964,"2019-01-22"
15917,3374,"2022-08-17"
15918,1737,"2023-05-18"
15919,9681,"2021-10-12"
15920,2326,"2021-06-30"
15921,8548,"2024-05-08"
15922,1335,"2023-06-02"
15923,5935,"2018-11-14"
15924,1255,"2022-04-03"
15925,12894,"2017-04-07"
15926,7177,"2024-07-13"
15927,8929,"2019-10-25"
15928,5436,"2020-02-04"
15929,5260,"2018-10-11"
15930,688,"2019-01-28"
15931,11405,"2020-05-03"
15932,11056,"2019-03-23"
15933,7543,"2020-08-30"
15934,27,"2018-12-13"
15935,6719,"2019-07-14"
15936,7223,"2024-07-25"
15937,10613,"2017-03-07"
15938,13311,"2023-02-16"
15939,8989,"2018-10-09"
15940,5251,"2023-11-06"
15941,8650,"2018-01-11"
15942,6322,"2023-03-19"
15943,11882,"2020-02-17"
15944,6020,"2023-03-15"
15945,3214,"2024-01-19"
15946,4014,"2021-01-24"
15947,9579,"2021-01-03"
15948,7566,"2023-02-11"
15949,2404,"2019-12-26"
15950,10659,"2021-08-14"
15951,4236,"2018-02-20"
15952,12377,"2017-05-10"
15953,4079,"2021-11-29"
15954,6460,"2018-06-20"
15955,10377,"2020-03-31"
15956,13877,"2021-02-14"
15957,4289,"2021-07-21"
15958,6253,"2022-11-29"
15959,861,"2019-02-24"
15960,10398,"2020-07-16"
15961,7083,"2018-08-29"
15962,6276,"2022-05-30"
15963,7894,"2024-06-07"
15964,13196,"2020-05-30"
15965,5786,"2023-06-26"
15966,7436,"2021-11-04"
15967,13655,"2019-11-22"
15968,12770,"2024-11-19"
15969,13141,"2022-02-13"
15970,8264,"2024-03-16"
15971,9966,"2023-11-09"
15972,13720,"2024-06-18"
15973,12929,"2019-12-21"
15974,8874,"2024-02-10"
15975,14295,"2017-12-12"
15976,6547,"2024-06-01"
15977,9927,"2020-04-18"
15978,11335,"2019-12-17"
15979,13662,"2018-02-19"
15980,8473,"2023-06-02"
15981,6857,"2021-08-04"
15982,7125,"2022-06-22"
15983,5380,"2022-01-07"
15984,70,"2023-12-05"
15985,14841,"2020-12-02"
15986,8123,"2023-12-25"
15987,9529,"2024-11-29"
15988,7601,"2017-08-13"
15989,9688,"2024-10-23"
15990,9302,"2020-08-07"
15991,12781,"2022-12-05"
15992,5046,"2019-07-18"
15993,6952,"2019-06-15"
15994,5583,"2019-01-31"
15995,190,"2022-09-05"
15996,13436,"2022-12-08"
15997,5321,"2021-02-01"
15998,2496,"2017-08-24"
15999,14675,"2024-12-12"
16000,12479,"2022-04-17"
16001,5547,"2018-03-18"
16002,3688,"2022-02-15"
16003,14366,"2019-02-19"
16004,14899,"2024-04-09"
16005,11984,"2017-01-27"
16006,8892,"2024-06-26"
16007,6858,"2021-01-03"
16008,13855,"2022-08-04"
16009,4306,"2024-01-26"
16010,6001,"2018-02-24"
16011,7688,"2023-08-23"
16012,3716,"2021-04-21"
16013,5788,"2019-02-20"
16014,3661,"2021-06-24"
16015,7803,"2020-08-09"
16016,9532,"2020-07-07"
16017,12805,"2023-02-13"
16018,1479,"2020-08-18"
16019,4873,"2018-07-29"
16020,2087,"2022-01-21"
16021,11726,"2018-06-09"
16022,4826,"2018-02-19"
16023,14188,"2023-08-27"
16024,2301,"2021-09-07"
16025,9783,"2022-07-09"
16026,9139,"2022-06-30"
16027,5610,"2024-12-01"
16028,13816,"2023-11-13"
16029,11827,"2024-06-28"
16030,4807,"2018-03-27"
16031,9409,"2017-12-27"
16032,6176,"2022-02-08"
16033,11638,"2021-02-16"
16034,12226,"2019-07-01"
16035,10980,"2023-08-28"
16036,6742,"2023-03-17"
16037,6305,"2022-10-08"
16038,5825,"2020-09-16"
16039,14650,"2024-07-06"
16040,14410,"2023-06-16"
16041,1670,"2019-05-19"
16042,4976,"2017-07-05"
16043,2794,"2023-09-11"
16044,11456,"2019-08-03"
16045,9957,"2018-03-19"
16046,7309,"2024-08-22"
16047,7318,"2020-07-09"
16048,3432,"2017-02-04"
16049,7237,"2020-04-26"
16050,12956,"2017-12-10"
16051,8924,"2022-10-09"
16052,10121,"2019-06-23"
16053,8537,"2017-08-15"
16054,8218,"2019-02-08"
16055,3571,"2017-06-24"
16056,3350,"2017-03-31"
16057,920,"2020-03-27"
16058,13852,"2021-02-04"
16059,9131,"2019-07-17"
16060,13790,"2017-12-13"
16061,14706,"2023-03-23"
16062,6238,"2024-07-26"
16063,14704,"2023-06-10"
16064,9892,"2022-11-11"
16065,13501,"2022-09-08"
16066,965,"2022-04-16"
16067,7057,"2021-11-22"
16068,13329,"2017-06-26"
16069,3720,"2024-06-22"
16070,10075,"2019-02-15"
16071,9454,"2018-08-06"
16072,11044,"2020-06-21"
16073,2108,"2020-01-31"
16074,1191,"2023-07-22"
16075,4014,"2017-07-04"
16076,14305,"2019-07-27"
16077,12850,"2024-10-23"
16078,7423,"2022-08-18"
16079,1527,"2021-07-21"
16080,2597,"2022-09-26"
16081,7290,"2022-12-27"
16082,13310,"2018-10-08"
16083,3109,"2023-03-30"
16084,14216,"2021-05-10"
16085,4514,"2024-09-09"
16086,10098,"2022-02-01"
16087,5320,"2022-05-04"
16088,13038,"2022-11-05"
16089,6645,"2022-12-04"
16090,10668,"2018-06-23"
16091,7903,"2018-07-11"
16092,8408,"2019-10-03"
16093,10947,"2022-07-28"
16094,11854,"2022-07-13"
16095,11487,"2017-01-16"
16096,9210,"2017-12-21"
16097,1090,"2024-01-19"
16098,14179,"2021-11-14"
16099,8227,"2017-02-25"
16100,9700,"2021-05-15"
16101,1622,"2023-05-20"
16102,7061,"2020-10-15"
16103,5560,"2017-12-23"
16104,6655,"2020-01-21"
16105,12851,"2021-03-18"
16106,14382,"2022-05-30"
16107,10860,"2022-11-12"
16108,12255,"2018-02-28"
16109,7895,"2022-02-04"
16110,13502,"2018-11-04"
16111,3459,"2020-01-09"
16112,9338,"2021-07-12"
16113,342,"2020-07-30"
16114,12652,"2020-09-11"
16115,12579,"2018-11-17"
16116,12793,"2021-12-08"
16117,442,"2018-02-17"
16118,12986,"2021-05-09"
16119,8779,"2024-02-04"
16120,5165,"2021-09-26"
16121,5537,"2019-09-24"
16122,13221,"2020-09-26"
16123,8927,"2021-01-06"
16124,8191,"2018-09-12"
16125,1648,"2017-01-15"
16126,2656,"2017-06-11"
16127,3964,"2019-06-29"
16128,2766,"2022-12-24"
16129,10453,"2024-05-16"
16130,14314,"2021-07-09"
16131,3427,"2018-01-30"
16132,5686,"2023-11-16"
16133,5979,"2017-11-27"
16134,13259,"2023-02-12"
16135,12959,"2020-04-21"
16136,327,"2023-09-24"
16137,12433,"2023-08-29"
16138,6166,"2024-08-11"
16139,13173,"2019-04-06"
16140,2425,"2019-12-15"
16141,14405,"2019-05-03"
16142,11186,"2018-03-17"
16143,1796,"2017-03-09"
16144,11799,"2024-06-04"
16145,7616,"2024-02-07"
16146,5445,"2018-12-08"
16147,6663,"2024-06-30"
16148,7101,"2018-12-02"
16149,4027,"2022-04-12"
16150,5814,"2018-06-16"
16151,1894,"2021-08-28"
16152,8155,"2020-08-09"
16153,7636,"2019-06-03"
16154,6381,"2017-07-09"
16155,9206,"2019-04-29"
16156,55,"2024-12-17"
16157,2721,"2017-05-07"
16158,2163,"2021-01-31"
16159,3756,"2024-01-23"
16160,8842,"2022-01-21"
16161,9346,"2023-04-19"
16162,10845,"2019-10-04"
16163,6277,"2020-07-24"
16164,3320,"2022-09-18"
16165,9460,"2017-04-14"
16166,8953,"2024-09-14"
16167,2037,"2017-03-02"
16168,1933,"2021-09-14"
16169,11344,"2017-09-05"
16170,11922,"2020-10-06"
16171,2919,"2022-05-05"
16172,11932,"2020-12-13"
16173,2691,"2019-01-09"
16174,9728,"2018-09-19"
16175,6494,"2022-07-06"
16176,14865,"2021-04-17"
16177,14062,"2018-01-19"
16178,14512,"2018-03-05"
16179,3240,"2021-07-17"
16180,5161,"2019-04-03"
16181,1095,"2020-09-02"
16182,244,"2023-09-10"
16183,4124,"2023-10-20"
16184,723,"2021-10-19"
16185,14696,"2023-10-06"
16186,5937,"2017-06-10"
16187,6167,"2023-10-31"
16188,8586,"2019-04-16"
16189,8853,"2019-06-06"
16190,5061,"2018-02-09"
16191,14037,"2020-02-20"
16192,9593,"2023-07-31"
16193,1540,"2020-07-11"
16194,8713,"2023-04-14"
16195,10917,"2018-07-27"
16196,3500,"2018-07-04"
16197,13338,"2023-05-03"
16198,11605,"2018-10-15"
16199,6808,"2022-07-24"
16200,4099,"2017-07-21"
16201,3341,"2021-10-12"
16202,14582,"2022-05-22"
16203,11921,"2019-09-17"
16204,5571,"2020-08-14"
16205,14558,"2018-02-06"
16206,3530,"2021-06-06"
16207,2364,"2022-01-24"
16208,4225,"2019-08-10"
16209,13334,"2023-08-22"
16210,13873,"2023-03-23"
16211,13076,"2021-01-23"
16212,9027,"2021-07-04"
16213,6246,"2023-12-03"
16214,4875,"2019-03-14"
16215,13283,"2022-12-29"
16216,2459,"2024-12-31"
16217,12814,"2019-11-05"
16218,5578,"2017-11-06"
16219,2835,"2017-11-03"
16220,9491,"2024-09-24"
16221,91,"2017-09-12"
16222,3729,"2022-08-16"
16223,7202,"2018-03-05"
16224,9678,"2019-06-05"
16225,10227,"2020-11-04"
16226,5647,"2020-07-28"
16227,10555,"2021-09-15"
16228,9444,"2023-09-10"
16229,4978,"2017-10-27"
16230,5807,"2021-08-16"
16231,678,"2017-09-25"
16232,11959,"2020-10-15"
16233,14681,"2020-06-10"
16234,5373,"2018-05-09"
16235,7145,"2018-05-30"
16236,5887,"2021-11-10"
16237,8129,"2024-02-29"
16238,14742,"2024-01-21"
16239,2791,"2020-01-12"
16240,13293,"2021-04-21"
16241,11042,"2019-03-29"
16242,6713,"2018-08-11"
16243,10212,"2024-08-15"
16244,7983,"2020-11-23"
16245,13465,"2023-12-27"
16246,11714,"2022-12-01"
16247,5047,"2023-12-31"
16248,6307,"2024-03-16"
16249,6576,"2023-03-15"
16250,6680,"2020-11-04"
16251,6750,"2023-10-19"
16252,10226,"2024-07-17"
16253,5959,"2018-09-23"
16254,13450,"2020-02-06"
16255,8483,"2017-10-08"
16256,12693,"2019-02-02"
16257,5446,"2020-01-18"
16258,10817,"2017-04-27"
16259,1374,"2021-11-22"
16260,6315,"2023-12-27"
16261,2675,"2017-03-17"
16262,1564,"2019-08-22"
16263,719,"2017-05-06"
16264,6846,"2023-01-12"
16265,2204,"2021-12-17"
16266,12321,"2021-06-07"
16267,8193,"2022-04-06"
16268,3657,"2024-04-14"
16269,2282,"2021-05-23"
16270,6429,"2018-07-30"
16271,7195,"2019-02-13"
16272,11588,"2019-10-11"
16273,279,"2023-04-01"
16274,6116,"2020-11-05"
16275,6416,"2020-12-29"
16276,13370,"2018-08-01"
16277,815,"2019-11-25"
16278,13494,"2020-08-29"
16279,7265,"2024-08-27"
16280,10565,"2022-04-26"
16281,3653,"2017-11-21"
16282,10604,"2020-03-17"
16283,10008,"2019-03-04"
16284,10410,"2021-07-23"
16285,10294,"2021-11-10"
16286,4021,"2018-04-01"
16287,13361,"2019-04-21"
16288,9037,"2019-11-16"
16289,7459,"2017-04-08"
16290,859,"2024-05-10"
16291,3801,"2023-06-18"
16292,12885,"2020-12-15"
16293,11391,"2018-07-12"
16294,12160,"2024-01-08"
16295,11232,"2022-02-18"
16296,10345,"2024-03-09"
16297,1631,"2022-06-19"
16298,683,"2021-10-02"
16299,4929,"2021-05-21"
16300,14150,"2021-11-17"
16301,4093,"2023-11-16"
16302,3588,"2021-04-02"
16303,4422,"2018-12-06"
16304,14238,"2024-05-06"
16305,5408,"2022-04-08"
16306,10692,"2020-01-02"
16307,5614,"2023-12-23"
16308,53,"2020-01-03"
16309,14866,"2023-01-18"
16310,9816,"2021-01-12"
16311,10429,"2020-06-21"
16312,13378,"2017-04-19"
16313,6222,"2017-03-26"
16314,2763,"2024-12-03"
16315,8499,"2020-11-04"
16316,2909,"2021-06-19"
16317,14377,"2020-12-08"
16318,5750,"2018-01-03"
16319,4851,"2018-07-11"
16320,9028,"2019-01-24"
16321,10457,"2018-04-05"
16322,13273,"2024-02-16"
16323,1195,"2023-04-05"
16324,9311,"2018-03-24"
16325,2112,"2023-06-09"
16326,10404,"2024-09-11"
16327,13292,"2023-05-03"
16328,9620,"2020-06-28"
16329,11000,"2020-04-05"
16330,2436,"2017-08-17"
16331,4271,"2021-08-25"
16332,4239,"2023-02-10"
16333,13909,"2022-11-01"
16334,14127,"2024-02-06"
16335,14881,"2024-07-18"
16336,13049,"2021-05-08"
16337,1779,"2021-10-03"
16338,3728,"2020-08-04"
16339,1989,"2023-09-13"
16340,6366,"2020-02-04"
16341,1074,"2021-10-02"
16342,11379,"2017-11-09"
16343,10959,"2021-12-05"
16344,9915,"2017-03-07"
16345,13572,"2019-06-02"
16346,9975,"2024-01-09"
16347,1780,"2023-02-19"
16348,14600,"2017-04-24"
16349,1263,"2022-12-19"
16350,12271,"2024-01-27"
16351,1786,"2022-07-31"
16352,12583,"2024-08-20"
16353,14302,"2023-07-19"
16354,353,"2019-01-16"
16355,4651,"2024-09-23"
16356,12513,"2022-04-09"
16357,11865,"2020-02-08"
16358,10859,"2024-12-16"
16359,11050,"2024-02-18"
16360,797,"2017-05-31"
16361,8475,"2019-03-26"
16362,5323,"2018-04-21"
16363,6890,"2020-04-14"
16364,3691,"2017-03-07"
16365,8633,"2024-06-20"
16366,1386,"2022-12-10"
16367,2169,"2022-08-29"
16368,6539,"2021-08-31"
16369,4684,"2023-09-01"
16370,4995,"2018-06-03"
16371,8926,"2024-03-06"
16372,9789,"2022-08-19"
16373,13902,"2020-08-20"
16374,11486,"2018-01-16"
16375,6252,"2018-05-02"
16376,9755,"2024-08-11"
16377,6547,"2019-02-26"
16378,2441,"2017-10-01"
16379,10938,"2022-02-24"
16380,1672,"2021-08-09"
16381,12973,"2021-08-25"
16382,4524,"2023-11-30"
16383,6893,"2019-03-07"
16384,4416,"2019-06-04"
16385,10844,"2018-12-08"
16386,8848,"2023-08-29"
16387,9786,"2022-06-27"
16388,2992,"2019-01-12"
16389,7998,"2023-01-12"
16390,2308,"2023-07-06"
16391,5050,"2022-09-02"
16392,9446,"2021-08-22"
16393,7981,"2018-09-23"
16394,2947,"2021-12-21"
16395,13096,"2019-10-12"
16396,5657,"2020-04-06"
16397,10298,"2021-07-08"
16398,4219,"2022-06-02"
16399,12887,"2023-08-31"
16400,13577,"2021-01-25"
16401,10414,"2023-07-15"
16402,14235,"2021-03-27"
16403,13792,"2020-12-13"
16404,6761,"2022-12-24"
16405,11913,"2018-04-19"
16406,10437,"2018-05-25"
16407,14028,"2019-08-10"
16408,3733,"2019-11-02"
16409,190,"2020-08-23"
16410,9587,"2023-01-09"
16411,8003,"2018-11-02"
16412,14751,"2019-08-02"
16413,11341,"2023-07-15"
16414,2222,"2018-01-11"
16415,2348,"2023-08-15"
16416,10594,"2021-05-20"
16417,11022,"2019-07-22"
16418,13602,"2019-09-27"
16419,8148,"2021-02-19"
16420,1591,"2019-08-19"
16421,10978,"2021-12-14"
16422,13342,"2024-10-26"
16423,3487,"2017-03-03"
16424,9439,"2023-06-05"
16425,10912,"2020-09-04"
16426,2288,"2018-05-08"
16427,9153,"2024-01-09"
16428,6911,"2020-02-18"
16429,11128,"2019-12-19"
16430,11149,"2019-01-18"
16431,10434,"2022-08-30"
16432,7484,"2021-04-28"
16433,9051,"2018-09-05"
16434,10892,"2018-01-02"
16435,13536,"2017-12-28"
16436,10247,"2021-02-28"
16437,4267,"2022-07-25"
16438,67,"2017-05-31"
16439,3337,"2022-07-23"
16440,11386,"2018-07-09"
16441,1600,"2019-07-14"
16442,8436,"2020-10-07"
16443,5450,"2023-11-30"
16444,13492,"2017-01-02"
16445,1633,"2024-07-21"
16446,2184,"2024-05-21"
16447,12443,"2023-03-31"
16448,3006,"2022-09-11"
16449,9417,"2017-03-16"
16450,6375,"2019-11-04"
16451,8093,"2022-07-15"
16452,5405,"2018-05-17"
16453,12529,"2018-05-16"
16454,2757,"2018-02-20"
16455,904,"2018-01-25"
16456,14005,"2017-02-24"
16457,12646,"2018-01-06"
16458,9600,"2023-06-26"
16459,14400,"2021-11-08"
16460,13399,"2023-02-15"
16461,13444,"2023-10-22"
16462,1101,"2022-11-08"
16463,6617,"2019-06-26"
16464,3981,"2022-10-29"
16465,14163,"2019-06-30"
16466,6010,"2017-06-21"
16467,12984,"2019-10-19"
16468,1265,"2023-02-10"
16469,39,"2023-07-26"
16470,4763,"2024-08-19"
16471,4868,"2022-10-19"
16472,2200,"2020-01-04"
16473,3810,"2021-09-04"
16474,2233,"2024-08-29"
16475,9262,"2017-12-22"
16476,2783,"2022-01-01"
16477,7682,"2022-03-18"
16478,6369,"2024-11-23"
16479,13610,"2021-11-27"
16480,8253,"2022-05-07"
16481,4992,"2024-06-17"
16482,971,"2022-01-07"
16483,6551,"2024-05-29"
16484,9924,"2020-11-09"
16485,7961,"2020-09-29"
16486,4813,"2020-03-06"
16487,3662,"2019-08-06"
16488,4370,"2017-06-26"
16489,7400,"2021-04-03"
16490,1532,"2021-12-13"
16491,2504,"2022-06-28"
16492,5909,"2022-02-10"
16493,13127,"2022-05-12"
16494,9717,"2024-05-06"
16495,5022,"2017-01-29"
16496,9613,"2023-03-10"
16497,12592,"2021-08-13"
16498,9449,"2021-08-17"
16499,6910,"2023-10-04"
16500,5554,"2021-01-01"
16501,6720,"2023-01-28"
